City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
193,Kavieng,PG,2021-06-03 19:59:46,-2.5744,150.7967,81.41,76,100,4.29
194,Taketa,JP,2021-06-03 19:59:46,32.9652,131.3785,75.79,99,100,5.3
195,Pacific Grove,US,2021-06-03 19:59:47,36.6177,-121.9166,79.43,85,36,1.99
196,Stokmarknes,NO,2021-06-03 19:59:47,68.5646,14.9108,59.5,65,2,2.86
197,Cockburn Town,TC,2021-06-03 19:55:23,21.4612,-71.1419,84.16,65,40,11.5
198,Ambon,ID,2021-06-03 19:59:47,-3.6954,128.1814,78.82,85,100,15.41
199,Souillac,MU,2021-06-03 19:59:47,-20.5167,57.5167,74.35,83,75,14.45
200,Imbituba,BR,2021-06-03 19:59:48,-28.24,-48.6703,69.69,78,7,4.81
201,Kaitangata,NZ,2021-06-03 19:59:48,-46.2817,169.8464,46.92,84,100,4.38
202,Nikolskoye,RU,2021-06-03 19:59:48,59.7035,30.7861,66.09,76,19,5.01
203,Amga,RU,2021-06-03 19:59:49,60.8953,131.9608,55.92,65,14,1.52
204,Geraldton,AU,2021-06-03 19:59:49,-28.7667,114.6,48.61,93,0,10.13
205,Pokosnoye,RU,2021-06-03 19:59:49,55.5258,101.0536,55.58,53,61,4.38
206,Beira,MZ,2021-06-03 19:59:49,-19.8436,34.8389,73.49,73,40,8.99
207,Viransehir,TR,2021-06-03 19:59:50,37.2353,39.7631,72.23,29,0,7.47
208,San Lorenzo,PY,2021-06-03 19:59:50,-25.3333,-57.5333,86.94,52,20,11.99
209,Sucre,BO,2021-06-03 19:59:50,-19.0333,-65.2627,63.73,38,38,8.16
210,Yatou,CN,2021-06-03 19:59:50,37.15,122.3833,56.57,60,23,7.07
211,Meulaboh,ID,2021-06-03 19:59:51,4.1363,96.1285,77.47,91,100,3.6
212,Segezha,RU,2021-06-03 19:59:51,63.7415,34.3222,57.63,57,10,5.91
213,Ahipara,NZ,2021-06-03 19:59:51,-35.1667,173.1667,52.84,77,32,3.36
214,Severo-Kurilsk,RU,2021-06-03 19:59:52,50.6789,156.125,43.45,78,7,9.4
215,Lahaina,US,2021-06-03 19:56:28,20.8783,-156.6825,84.96,73,15,7.2
216,Araouane,ML,2021-06-03 19:59:52,18.9048,-3.5265,100.56,14,85,5.35
217,Bjornevatn,NO,2021-06-03 19:59:52,69.6672,29.9847,68.34,34,0,2.3
218,Kundiawa,PG,2021-06-03 19:59:52,-6.0167,144.9667,63.81,98,100,0.47
219,Aksu,CN,2021-06-03 19:59:53,41.1231,80.2644,74.03,33,58,3.8
220,Maniitsoq,GL,2021-06-03 19:59:53,65.4167,-52.9,35.96,73,100,13.02
221,Taclobo,PH,2021-06-03 19:59:53,12.3074,122.586,83.55,77,100,9.66
222,Tiarei,PF,2021-06-03 19:59:54,-17.5333,-149.3333,82.42,80,19,13.53
223,Dzilam Gonzalez,MX,2021-06-03 19:59:54,21.2833,-88.9333,81.03,73,94,9.4
224,Hornepayne,CA,2021-06-03 19:59:54,49.2138,-84.7705,71.55,57,6,13.2
225,Shizunai,JP,2021-06-03 19:59:54,42.3339,142.3669,60.1,90,100,26.64
226,The Valley,AI,2021-06-03 19:59:55,18.217,-63.0578,85.1,78,75,17.27
227,Nishihara,JP,2021-06-03 19:59:55,26.1842,127.7558,81.68,94,40,13.94
228,Buta,CD,2021-06-03 19:59:55,2.7858,24.73,70.81,98,82,0.87
229,Ruy Barbosa,BR,2021-06-03 19:59:56,-12.2839,-40.4939,82.49,45,98,4.7
230,Tucupita,VE,2021-06-03 19:59:56,9.0622,-62.051,78.01,90,100,3.74
231,Esso,RU,2021-06-03 19:59:56,55.9333,158.7,43.95,92,100,4.23
232,San Patricio,US,2021-06-03 19:59:56,28.017,-97.5169,84.87,64,94,11.18
233,Patiya,BD,2021-06-03 19:59:57,22.2931,91.9762,79.16,90,73,4.09
234,Denpasar,ID,2021-06-03 19:59:57,-8.65,115.2167,80.26,94,20,5.35
235,Belmonte,BR,2021-06-03 19:59:57,-15.8631,-38.8828,79.3,78,2,8.61
236,Fairbanks,US,2021-06-03 19:59:58,64.8378,-147.7164,67.48,45,94,1.01
237,Chumikan,RU,2021-06-03 19:59:58,54.7183,135.315,35.2,98,100,4.85
238,Mihail Kogalniceanu,RO,2021-06-03 19:59:58,44.3667,28.45,59.29,82,0,6.91
239,Purranque,CL,2021-06-03 19:59:58,-40.9167,-73.1667,58.33,86,100,2.91
240,Bengkulu,ID,2021-06-03 19:59:59,-3.8004,102.2655,76.93,91,88,3.13
241,Nancha,CN,2021-06-03 19:59:59,47.1333,129.2667,44.37,98,59,1.92
242,Shache,CN,2021-06-03 19:59:59,38.4167,77.2406,74.23,27,88,8.63
243,Ajdabiya,LY,2021-06-03 20:00:00,30.7554,20.2263,86.61,26,91,12.59
244,Guerrero Negro,MX,2021-06-03 20:00:00,27.9769,-114.0611,74.1,51,7,12.1
245,Miri,MY,2021-06-03 20:00:01,4.4148,114.0089,78.67,90,100,4.61
246,Saint Stephen,GB,2021-06-03 20:00:01,50.3333,-4.9,55.81,71,13,5.5
247,Egvekinot,RU,2021-06-03 20:00:01,66.3167,-179.1667,28.02,67,14,3.29
248,Harper,LR,2021-06-03 20:00:04,4.375,-7.7169,79.81,83,100,5.59
249,Hambantota,LK,2021-06-03 20:00:05,6.1241,81.1185,79.52,86,98,16.24
250,Tazovskiy,RU,2021-06-03 20:00:06,67.4667,78.7,30.07,89,30,9.26
251,Hualmay,PE,2021-06-03 20:00:08,-11.0964,-77.6139,68.74,72,100,9.26
252,Xingcheng,CN,2021-06-03 20:00:08,40.6167,120.7167,61.54,47,42,5.1
253,Alihe,CN,2021-06-03 20:00:10,50.5667,123.7167,49.78,95,100,10.98
254,Polyarnyy,RU,2021-06-03 20:00:10,69.1989,33.4478,73.87,52,21,9.53
255,Tagusao,PH,2021-06-03 20:00:10,9.1924,117.8141,80.04,85,100,5.19
256,Pisco,PE,2021-06-03 20:00:11,-13.7,-76.2167,66.02,79,75,9.48
257,Srednekolymsk,RU,2021-06-03 20:00:11,67.45,153.6833,62.1,42,40,12.82
258,Santa Maria Da Vitoria,BR,2021-06-03 20:00:12,-13.3947,-44.1886,87.37,23,70,6.53
259,Golspie,GB,2021-06-03 20:00:12,57.9727,-3.978,66.96,79,19,5.23
260,Ascension,US,2021-06-03 20:00:12,30.2169,-90.9001,85.98,81,1,5.75
261,Cao Bang,VN,2021-06-03 20:00:12,22.6667,106.25,70.86,96,100,5.68
262,Saint-Philippe,RE,2021-06-03 20:00:13,-21.3585,55.7679,72.95,73,30,13.71
263,Nago,JP,2021-06-03 20:00:13,26.5881,127.9761,82.45,93,70,12.91
264,Quime,BO,2021-06-03 20:00:13,-16.9833,-67.2167,57.29,57,85,5.95
265,Ziguinchor,SN,2021-06-03 20:00:14,12.5833,-16.2719,81.36,55,10,11.05
266,Heishan,CN,2021-06-03 20:00:14,41.6892,122.1128,58.64,57,32,6.04
267,Beloha,MG,2021-06-03 20:00:14,-25.1667,45.05,68.0,90,100,4.99
268,Luwuk,ID,2021-06-03 20:00:15,-0.9516,122.7875,77.94,84,100,4.23
269,Carlet,ES,2021-06-03 20:00:15,39.2333,-0.5167,72.05,83,28,1.01
270,Boende,CD,2021-06-03 20:00:15,-0.2167,20.8667,73.85,84,13,2.91
271,Bintulu,MY,2021-06-03 20:00:15,3.1667,113.0333,79.02,91,100,4.07
272,Manuk Mangkaw,PH,2021-06-03 20:00:16,4.8,119.85,83.37,78,55,8.84
273,Nyurba,RU,2021-06-03 20:00:16,63.2842,118.3319,59.68,55,17,5.84
274,Tasiilaq,GL,2021-06-03 20:00:16,65.6145,-37.6368,38.01,77,58,4.65
275,Asau,RO,2021-06-03 20:00:17,46.4333,26.4,56.32,89,100,4.99
276,Peleduy,RU,2021-06-03 20:00:17,59.6289,112.7406,58.17,57,3,3.96
277,Cambuci,BR,2021-06-03 20:00:17,-21.5753,-41.9111,75.49,72,0,1.01
278,Puerto Carreno,CO,2021-06-03 20:00:17,6.189,-67.4859,90.39,53,90,2.13
279,San Cristobal,VE,2021-06-03 20:00:18,7.7669,-72.225,80.67,57,76,6.08
280,Olafsvik,IS,2021-06-03 20:00:18,64.8945,-23.7142,47.32,86,100,15.43
